url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
https://bj.lianjia.com/chengjiao/101089575737.html,1.0109E+11,116.122354,39.937384,1.11103E+12,14/08/2016,437,59,365,25000,146,4,1,1,2,÷– 5,4,2000,3,2,0.5,0,1,0,12,36358
https://bj.lianjia.com/chengjiao/101089576436.html,1.0109E+11,116.122491,39.939735,1.11103E+12,28/07/2016,420,16,146,28505,51.22,1,1,1,1,µÕ 18,4,2008,3,6,0.5,1,1,0,12,39994
https://bj.lianjia.com/chengjiao/101089577075.html,1.0109E+11,116.118409,39.937888,1.11104E+12,04/08/2016,427,12,285,30685,92.88,2,1,1,1,÷– 15,4,2006,4,6,0.333,1,1,0,12,38753
https://bj.lianjia.com/chengjiao/101089578229.html,1.0109E+11,116.117019,39.93386,1.11105E+12,22/07/2016,414,39,138.9,21403,64.9,2,1,1,1,∂• 6,4,1989,3,2,0.333,0,1,0,12,39381
https://bj.lianjia.com/chengjiao/101089584244.html,1.0109E+11,116.293654,39.79232,1.11103E+12,16/06/2016,377,52,260,15991,162.6,3,2,1,2,∂• 6,4,1999,3,2,0.5,0,1,0,4,34068
https://bj.lianjia.com/chengjiao/101089588384.html,1.0109E+11,116.48154,39.918388,1.11103E+12,14/08/2016,435,61,830,47939,173.14,4,2,1,2,÷– 30,1,2002,4,6,0.375,1,0,1,7,77310
https://bj.lianjia.com/chengjiao/101089591983.html,1.0109E+11,116.245538,40.220033,1.11103E+12,06/07/2016,396,11,132.7,28606,46.39,2,0,1,1,∂• 6,1,1982,3,4,0.25,0,1,1,6,42282
https://bj.lianjia.com/chengjiao/101089595820.html,1.0109E+11,116.16711,39.738534,1.11105E+12,17/08/2016,437,171,91,22332,40.75,1,0,1,1,µ◊ 5,nan,2005,4,6,0.111,0,0,0,5,35718
https://bj.lianjia.com/chengjiao/101089596604.html,1.0109E+11,116.482231,40.009521,1.11103E+12,16/06/2016,375,225,402,70738,56.83,2,1,1,1,µ◊ 6,4,1997,4,2,0.5,0,1,1,7,66864
https://bj.lianjia.com/chengjiao/101089600337.html,1.0109E+11,116.342963,40.093175,1.11103E+12,28/09/2016,478,40,225,44768,50.26,1,1,0,1,µ◊ 11,4,2004,3,6,0.25,1,0,1,6,53740
https://bj.lianjia.com/chengjiao/101089617238.html,1.0109E+11,116.199293,39.938056,1.11103E+12,09/03/2017,637,198,391,39692,98.51,3,1,1,1,÷– 6,4,1996,3,2,0.333,0,1,0,9,42325
https://bj.lianjia.com/chengjiao/101089627140.html,1.0109E+11,116.421128,40.068301,1.11103E+12,21/08/2016,435,33,109,19758,55.17,1,0,0,1,µÕ 10,3,2008,4,6,0.167,1,0,1,6,24224
https://bj.lianjia.com/chengjiao/101089632219.html,1.0109E+11,116.345863,39.877035,1.11103E+12,18/07/2016,400,38,405,56787,71.32,1,1,1,1,µ◊ 20,3,2008,3,6,0.4,1,0,0,2,81880
https://bj.lianjia.com/chengjiao/101089644663.html,1.0109E+11,116.432684,40.077562,1.11103E+12,29/09/2016,470,38,700,29615,236.37,6,2,1,4,∏ﬂ 12,4,2008,3,6,0.5,1,0,0,6,38384
https://bj.lianjia.com/chengjiao/101089659463.html,1.0109E+11,116.661432,40.180564,1.11103E+12,07/09/2016,445,76,330,16337,202,4,2,1,2,∂• 6,4,2000,3,2,0.5,0,1,0,13,31282
https://bj.lianjia.com/chengjiao/101089664647.html,1.0109E+11,116.49138,39.938386,1.11103E+12,12/08/2016,419,13,990,65637,150.83,2,2,1,2,µÕ 31,3,2005,4,6,0.444,1,1,1,7,91022
https://bj.lianjia.com/chengjiao/101089665243.html,1.0109E+11,116.673912,40.209832,1.11103E+12,31/07/2016,406,41,258,28709,89.87,2,2,1,1,÷– 6,4,2008,3,6,0.333,1,1,0,13,35734
https://bj.lianjia.com/chengjiao/101089671144.html,1.0109E+11,116.225111,39.761305,1.11105E+12,31/07/2016,405,34,270,30034,89.9,3,2,1,1,∏ﬂ 15,4,2012,3,6,0.5,1,0,0,5,40051
https://bj.lianjia.com/chengjiao/101089672534.html,1.0109E+11,116.371787,39.905909,1.11103E+12,15/08/2016,420,85,442,76617,57.69,2,0,1,1,÷– 12,4,1979,3,6,0.107,1,1,1,10,92127
https://bj.lianjia.com/chengjiao/101089673230.html,1.0109E+11,116.225476,40.226443,1.11103E+12,06/10/2016,473,40,295,25000,118,3,1,1,1,∂• 6,4,2002,1,2,0.5,0,0,1,6,33241
https://bj.lianjia.com/chengjiao/101089675346.html,1.0109E+11,116.16711,39.738534,1.11105E+12,09/09/2016,445,50,242,12475,194,5,2,1,4,∂• 6,nan,2005,1,2,0.5,0,0,0,5,35718
https://bj.lianjia.com/chengjiao/101089679301.html,1.0109E+11,116.333765,40.07892,1.11103E+12,31/07/2016,404,22,526,37287,141.07,3,1,1,2,÷– 9,4,2005,3,6,0.333,1,1,1,6,52980
https://bj.lianjia.com/chengjiao/101089681707.html,1.0109E+11,116.529485,39.830024,1.11103E+12,30/06/2016,373,22,620,28031,221.19,4,2,1,2,µ◊ 4,4,2009,1,6,0.5,0,1,0,4,55358
https://bj.lianjia.com/chengjiao/101089689543.html,1.0109E+11,116.445996,40.069568,1.11103E+12,06/08/2016,408,10,328,26356,124.45,3,1,1,1,∏ﬂ 6,4,2001,2,2,0.5,0,1,0,6,38156
https://bj.lianjia.com/chengjiao/101089689777.html,1.0109E+11,116.3434,40.083322,1.11103E+12,08/08/2016,410,53,410,27947,146.71,3,1,1,2,÷– 6,4,2003,4,2,0.5,0,1,1,6,41560
https://bj.lianjia.com/chengjiao/101089692523.html,1.0109E+11,116.305898,39.926084,1.11103E+12,19/09/2016,452,104,1013,69006,146.8,2,1,1,2,∏ﬂ 26,3,2006,4,6,0.667,1,1,1,8,104613
https://bj.lianjia.com/chengjiao/101089705636.html,1.0109E+11,116.454043,39.903712,1.11103E+12,30/06/2016,368,1,220.2,46271,47.59,1,1,1,1,∏ﬂ 6,4,1994,1,2,0.333,0,0,1,7,68712
https://bj.lianjia.com/chengjiao/101089715689.html,1.0109E+11,116.410182,40.051959,1.11103E+12,27/09/2016,455,110,575,47521,121,3,1,1,2,µ◊ 6,4,2004,4,4,0.5,0,1,0,6,50000
https://bj.lianjia.com/chengjiao/101089720767.html,1.0109E+11,116.296286,39.870107,1.11103E+12,25/08/2016,422,53,635,32743,193.94,3,2,1,2,∏ﬂ 24,1,2001,3,6,0.286,1,0,1,2,53588
https://bj.lianjia.com/chengjiao/101089721373.html,1.0109E+11,116.665923,40.186753,1.11103E+12,25/07/2016,390,25,58,17576,33,1,0,1,1,÷– 15,4,2014,1,6,0.13,1,0,0,13,43947
https://bj.lianjia.com/chengjiao/101089722236.html,1.0109E+11,116.421128,40.068301,1.11103E+12,24/07/2016,389,8,106.5,20834,51.12,1,0,1,1,∏ﬂ 10,3,2008,4,6,0.174,1,0,1,6,24224
https://bj.lianjia.com/chengjiao/101089724256.html,1.0109E+11,116.444857,39.954789,1.11103E+12,02/08/2016,398,37,470,42708,110.05,2,2,1,2,µ◊ 2,3,2006,4,6,0.067,1,0,1,1,107168
https://bj.lianjia.com/chengjiao/101089725221.html,1.0109E+11,116.564416,39.909334,1.11103E+12,10/08/2016,406,87,205,34207,59.93,1,1,1,1,∂• 6,4,2009,3,2,0.5,0,0,0,7,51863
https://bj.lianjia.com/chengjiao/101089726827.html,1.0109E+11,116.430012,40.066244,1.11103E+12,31/10/2016,487,52,580,20579,281.85,5,2,1,3,µ◊ 6,4,Œ¥÷™,3,2,0.5,0,1,0,6,39940
https://bj.lianjia.com/chengjiao/101089729154.html,1.0109E+11,116.308505,39.839489,1.11103E+12,13/04/2017,651,93,840,56900,147.63,3,2,1,2,µÕ 30,1,2001,3,6,0.214,1,1,1,2,57372
https://bj.lianjia.com/chengjiao/101089729474.html,1.0109E+11,116.520858,39.918846,1.11103E+12,28/07/2016,392,222,330,29483,111.93,3,2,1,1,∂• 6,4,Œ¥÷™,2,2,0.5,0,1,1,7,56752
https://bj.lianjia.com/chengjiao/101089736146.html,1.0109E+11,116.345466,40.008394,1.11103E+12,29/09/2016,453,30,354,56191,63,1,1,1,1,µÕ 19,3,2010,4,6,0.222,1,0,1,8,60618
https://bj.lianjia.com/chengjiao/101089741193.html,1.0109E+11,116.122354,39.937384,1.11103E+12,17/06/2016,349,54,189,23464,80.55,2,1,1,2,∂• 6,4,2000,3,2,0.333,0,1,0,12,36358
https://bj.lianjia.com/chengjiao/101089742139.html,1.0109E+11,116.5038376,39.9307251,1.11103E+12,29/07/2016,391,26,1890,60823,310.74,4,2,1,3,÷– 32,4,2010,4,6,0.333,0,0,0,7,86411
https://bj.lianjia.com/chengjiao/101089744951.html,1.0109E+11,116.418443,39.866651,1.11103E+12,16/08/2016,409,310,246.8,46567,53,2,1,1,1,÷– 6,4,1975,3,2,0.333,0,0,0,1,66495
https://bj.lianjia.com/chengjiao/101089749643.html,1.0109E+11,116.437705,39.898038,1.11104E+12,31/07/2016,392,60,1020,82259,124,3,2,1,2,÷– 12,3,2005,4,6,0.333,1,1,1,1,100713
https://bj.lianjia.com/chengjiao/101089751081.html,1.0109E+11,116.387363,39.864499,1.11103E+12,25/07/2016,386,55,181,36200,50,1,1,1,1,÷– 6,4,1990,3,2,0.056,0,1,0,2,52501
https://bj.lianjia.com/chengjiao/101089756045.html,1.0109E+11,116.434166,39.948115,1.11103E+12,05/01/2017,548,56,2200,72132,305,3,2,1,3,µÕ 12,1,2008,4,6,0.75,1,0,1,1,67987
https://bj.lianjia.com/chengjiao/101089756397.html,1.0109E+11,116.491073,39.936639,1.11103E+12,23/06/2016,352,31,200,46083,43.4,1,1,1,1,µÕ 6,4,1983,1,4,0.333,0,0,1,7,56638
https://bj.lianjia.com/chengjiao/101089759082.html,1.0109E+11,116.388163,39.841127,1.11103E+12,23/08/2016,413,106,490,45371,108,3,2,1,1,÷– 10,3,2006,4,6,0.333,1,0,1,2,56538
https://bj.lianjia.com/chengjiao/101089763825.html,1.0109E+11,116.404579,39.978491,1.11103E+12,30/08/2016,419,185,450,69231,65,2,1,1,1,÷– 16,3,1986,3,6,0.167,1,1,1,7,72138
https://bj.lianjia.com/chengjiao/101089766428.html,1.0109E+11,116.242531,40.201675,1.11105E+12,11/09/2016,431,223,177,18870,93.8,2,1,1,1,∂• 6,4,2014,3,6,0.333,0,0,0,6,45957
https://bj.lianjia.com/chengjiao/101089768076.html,1.0109E+11,116.460123,39.899975,1.11103E+12,24/08/2016,412,76,210,50934,41.23,1,1,1,1,÷– 6,4,1981,1,2,0.333,0,1,1,7,65697
https://bj.lianjia.com/chengjiao/101089768239.html,1.0109E+11,116.388606,39.965854,1.11103E+12,25/10/2016,474,239,560,119684,46.79,1,1,1,1,∏ﬂ 15,3,2009,4,6,0.5,1,1,0,10,127398
https://bj.lianjia.com/chengjiao/101089773776.html,1.0109E+11,116.244971,40.21774,1.11105E+12,28/07/2016,384,32,218,29067,75,1,1,1,1,µÕ 22,1,2010,4,6,0.286,1,0,0,6,39253
https://bj.lianjia.com/chengjiao/101089777827.html,1.0109E+11,116.312131,39.970749,1.11103E+12,12/08/2016,399,34,675,64000,105.47,2,1,1,1,µÕ 18,1,1998,3,6,0.25,1,0,1,8,90890
https://bj.lianjia.com/chengjiao/101089780231.html,1.0109E+11,116.38483,40.014138,1.11103E+12,29/08/2016,416,24,1840,91013,202.17,3,2,1,3,µÕ 9,4,2007,4,6,1,1,1,0,7,118404
https://bj.lianjia.com/chengjiao/101089783968.html,1.0109E+11,116.452057,39.941752,1.11103E+12,29/07/2016,384,14,1158,51014,227,4,2,1,3,÷– 19,1,1997,4,6,0.5,1,1,0,7,54914
https://bj.lianjia.com/chengjiao/101089784179.html,1.0109E+11,116.224012,39.763726,1.11105E+12,17/08/2016,403,41,280,31275,89.53,3,1,1,1,∂• 20,3,2012,4,6,0.5,1,0,1,5,38758
https://bj.lianjia.com/chengjiao/101089800157.html,1.0109E+11,116.377737,40.012518,1.11103E+12,12/08/2016,395,13,235,51087,46,1,0,1,1,÷– 16,3,2007,4,6,0.154,1,0,1,7,62834
https://bj.lianjia.com/chengjiao/101089800492.html,1.0109E+11,116.367137,40.040209,1.11103E+12,28/06/2016,350,67,345,46622,74,3,1,1,1,µ◊ 6,4,1998,3,2,0.333,0,1,1,8,64588
https://bj.lianjia.com/chengjiao/101089801498.html,1.0109E+11,116.343714,39.996907,1.11103E+12,04/11/2016,478,17,1680,74009,227,6,2,1,3,µ◊ 19,1,2003,3,6,0.222,1,1,1,8,107405
https://bj.lianjia.com/chengjiao/101089811288.html,1.0109E+11,116.478996,39.919079,1.11103E+12,07/08/2016,388,38,495,38077,130,3,1,1,2,÷– 15,1,1998,3,6,0.143,0,1,1,7,62683
https://bj.lianjia.com/chengjiao/101089812553.html,1.0109E+11,116.45831,39.923422,1.11103E+12,23/07/2016,373,28,315,54152,58.17,1,0,1,1,÷– 31,1,2008,4,6,0.25,1,0,1,7,75090
https://bj.lianjia.com/chengjiao/101089812564.html,1.0109E+11,116.665923,40.186753,1.11103E+12,27/07/2016,377,22,555,32734,169.55,4,2,1,2,µ◊ 11,4,2012,1,6,0.5,1,0,0,13,43947
https://bj.lianjia.com/chengjiao/101089815779.html,1.0109E+11,116.45831,39.923422,1.11103E+12,23/06/2016,342,29,301,52440,57.4,1,0,1,1,µÕ 31,1,2008,4,6,0.25,1,0,1,7,75090
https://bj.lianjia.com/chengjiao/101089816110.html,1.0109E+11,116.504911,39.998661,1.11103E+12,31/08/2016,411,37,1213.8,30097,403.3,6,3,1,4,÷– 23,1,2002,4,6,0.5,1,1,0,7,60452
https://bj.lianjia.com/chengjiao/101089818264.html,1.0109E+11,116.462122,39.923796,1.11103E+12,30/08/2016,410,22,900,65498,137.41,2,1,1,2,µÕ 31,1,2006,4,6,0.75,1,1,1,7,103114
https://bj.lianjia.com/chengjiao/101089818385.html,1.0109E+11,116.24369,40.221606,1.11103E+12,31/07/2016,380,16,237.6,22416,106,2,1,1,1,∏ﬂ 6,4,1993,1,4,0.5,0,1,1,6,42567
https://bj.lianjia.com/chengjiao/101089827723.html,1.0109E+11,116.225785,39.802262,1.11105E+12,19/08/2016,398,207,200,24649,81.14,2,1,1,1,µÕ 6,nan,Œ¥÷™,2,1,0.25,0,0,1,5,34781
https://bj.lianjia.com/chengjiao/101089828782.html,1.0109E+11,116.476687,39.988644,1.11103E+12,14/08/2016,392,108,213,47334,45,1,1,1,1,µÕ 6,4,1993,4,2,0.333,0,0,0,7,67436
https://bj.lianjia.com/chengjiao/101089829481.html,1.0109E+11,116.512916,39.864254,1.11103E+12,14/07/2016,362,392,163,29637,55,1,1,1,1,µÕ 13,3,2007,3,6,0.333,1,1,0,7,46072
https://bj.lianjia.com/chengjiao/101089841839.html,1.0109E+11,116.550348,39.755625,1.11103E+12,24/07/2016,370,39,440,18360,239.66,4,2,1,4,÷– 4,4,2006,2,6,1,0,0,0,3,33518
https://bj.lianjia.com/chengjiao/101089843426.html,1.0109E+11,116.48837,39.929525,1.11103E+12,24/08/2016,401,112,276,46000,60,2,0,1,1,∂• 6,4,1979,3,2,0.333,0,1,1,7,61239
https://bj.lianjia.com/chengjiao/101089848954.html,1.0109E+11,116.134792,39.743391,1.11103E+12,29/06/2016,344,24,118,17788,66.34,1,1,1,1,µ◊ 10,4,2000,3,6,0.167,1,1,0,5,28671
https://bj.lianjia.com/chengjiao/101089859053.html,1.0109E+11,116.448302,39.960966,1.11103E+12,26/09/2016,431,36,312,26497,117.75,2,1,1,1,∏ﬂ 25,1,2008,4,6,0.4,1,0,0,7,34966
https://bj.lianjia.com/chengjiao/101089866708.html,1.0109E+11,116.384462,39.907534,1.11103E+12,31/07/2016,373,12,1220,74976,162.72,3,2,1,2,÷– 11,3,1999,4,6,0.5,1,1,1,10,70502
https://bj.lianjia.com/chengjiao/101089872731.html,1.0109E+11,116.254035,40.205429,1.11105E+12,29/07/2016,371,5,170,24638,69,1,1,1,1,÷– 21,3,2010,1,6,0.5,1,0,0,6,42231
https://bj.lianjia.com/chengjiao/101089901832.html,1.0109E+11,116.467922,39.993105,1.11103E+12,21/07/2016,360,88,387,46017,84.1,3,1,1,1,µÕ 18,1,1995,3,6,0.2,1,1,1,7,59262
https://bj.lianjia.com/chengjiao/101089903581.html,1.0109E+11,116.223565,39.76392,1.11105E+12,29/08/2016,398,104,261,33110,78.83,2,1,1,1,÷– 20,3,2012,2,6,0.5,1,0,1,5,39756
https://bj.lianjia.com/chengjiao/101089904788.html,1.0109E+11,116.233676,40.231785,1.11103E+12,05/08/2016,374,108,110,25987,42.33,1,1,1,1,÷– 5,4,2003,3,6,0.02,0,1,1,6,41537
https://bj.lianjia.com/chengjiao/101089908540.html,1.0109E+11,116.414421,40.053513,1.11103E+12,27/07/2016,365,35,112.6,32172,35,1,0,1,1,∏ﬂ 20,3,2007,3,6,0.286,1,0,0,7,34875
https://bj.lianjia.com/chengjiao/101089908973.html,1.0109E+11,116.429293,39.872461,1.11103E+12,24/10/2016,453,96,120,34823,34.46,1,0,1,1,µÕ 23,1,2005,4,6,0.12,1,0,1,2,61390
https://bj.lianjia.com/chengjiao/101089913477.html,1.0109E+11,116.305298,39.979471,1.11103E+12,26/09/2016,425,62,1700,85587,198.63,4,2,1,2,µÕ 6,4,2000,4,2,0.5,1,0,1,8,127805
https://bj.lianjia.com/chengjiao/101089915643.html,1.0109E+11,116.188935,40.054103,1.11103E+12,30/06/2016,336,10,165,27500,60,1,1,1,1,÷– 10,1,2012,3,6,0.1,1,0,0,8,56762
https://bj.lianjia.com/chengjiao/101089916459.html,1.0109E+11,116.421713,39.971435,1.11103E+12,31/07/2016,367,273,244,59195,41.22,1,1,1,1,÷– 20,1,1997,4,6,0.222,1,1,1,7,78727
https://bj.lianjia.com/chengjiao/101089920834.html,1.0109E+11,116.305898,39.926084,1.11103E+12,30/07/2016,366,233,710,65741,108,2,2,1,1,÷– 17,3,2008,4,6,0.667,1,0,1,8,104613
https://bj.lianjia.com/chengjiao/101089932875.html,1.0109E+11,116.382855,39.899213,1.11103E+12,07/07/2016,342,44,1585,100045,158.43,3,2,1,2,∏ﬂ 18,4,2004,4,6,1,1,1,1,10,125030
https://bj.lianjia.com/chengjiao/101089932920.html,1.0109E+11,116.679737,40.219508,1.11105E+12,07/08/2016,373,3,666,22200,300,4,3,1,3,µ◊ 4,nan,2013,2,6,0.5,1,0,0,13,27425
https://bj.lianjia.com/chengjiao/101089945139.html,1.0109E+11,116.471215,39.903238,1.11103E+12,19/09/2016,415,118,355,49693,71.44,2,1,1,1,∂• 16,1,1986,3,6,0.333,1,0,1,7,70022
https://bj.lianjia.com/chengjiao/101089950508.html,1.0109E+11,116.259318,40.217911,1.11103E+12,18/09/2016,412,46,365,19797,184.38,3,2,1,2,∂• 6,4,2001,1,4,0.5,0,0,0,6,36436
https://bj.lianjia.com/chengjiao/101089959274.html,1.0109E+11,116.440728,39.963453,1.11103E+12,31/07/2016,362,31,600,58732,102.16,1,1,1,1,µÕ 21,1,2001,4,6,0.375,1,1,1,7,69767
https://bj.lianjia.com/chengjiao/101089960116.html,1.0109E+11,116.322609,40.089206,1.11103E+12,23/06/2016,324,79,323.9,25315,127.95,3,2,1,2,∂• 6,4,2008,2,2,0.5,0,1,0,6,40386
https://bj.lianjia.com/chengjiao/101089971937.html,1.0109E+11,116.254113,40.220461,1.11103E+12,13/11/2016,465,41,288,32360,89,2,1,1,1,∂• 6,4,1998,3,4,0.5,0,1,0,6,37478
https://bj.lianjia.com/chengjiao/101089985680.html,1.0109E+11,116.534997,39.928559,1.11103E+12,05/08/2016,364,131,450,36338,123.84,3,1,1,2,µÕ 24,1,2003,4,6,0.222,1,0,1,7,47463
https://bj.lianjia.com/chengjiao/101089988015.html,1.0109E+11,116.44439,40.093691,1.11103E+12,20/09/2016,409,2,280,24138,116,3,1,1,1,∂• 6,4,1999,3,2,0.5,0,1,0,6,34628
https://bj.lianjia.com/chengjiao/101089991726.html,1.0109E+11,116.269851,39.897262,1.11103E+12,12/09/2016,401,226,216,30924,69.85,2,1,1,1,∂• 6,4,1994,3,2,0.333,0,0,0,2,47734
https://bj.lianjia.com/chengjiao/101089992721.html,1.0109E+11,116.461498,39.954426,1.11103E+12,24/09/2016,413,28,1200,54363,220.74,2,2,1,2,÷– 29,1,2008,4,6,1,1,0,1,7,66771
https://bj.lianjia.com/chengjiao/101089993965.html,1.0109E+11,116.338639,40.079333,1.11103E+12,26/07/2016,353,60,368,25912,142.02,3,2,1,1,∂• 6,4,2003,4,4,0.5,0,1,1,6,40638
https://bj.lianjia.com/chengjiao/101090007138.html,1.0109E+11,116.432151,39.905567,1.11103E+12,11/01/2017,520,181,1100,57046,192.83,3,2,1,2,÷– 16,3,1999,3,6,1,1,1,1,1,78508
https://bj.lianjia.com/chengjiao/101090010118.html,1.0109E+11,116.117724,39.941152,1.11105E+12,01/08/2016,357,51,320.5,27511,116.5,3,1,1,2,µ◊ 14,3,2006,3,6,0.333,1,1,0,12,39492
https://bj.lianjia.com/chengjiao/101090016634.html,1.0109E+11,116.246651,40.219539,1.11103E+12,17/07/2016,341,3,98,26134,37.5,1,0,0,1,÷– 10,1,2007,1,6,0.042,0,0,0,6,36705
https://bj.lianjia.com/chengjiao/101090017646.html,1.0109E+11,116.16711,39.738534,1.11105E+12,17/08/2016,372,40,204.5,12105,168.94,5,2,1,2,∂• 6,nan,2005,4,6,0.5,0,0,0,5,35718
https://bj.lianjia.com/chengjiao/101090018551.html,1.0109E+11,116.475046,39.88209,1.11103E+12,12/09/2016,398,569,227,33937,66.89,2,1,1,1,∂• 4,4,1965,4,4,0.333,0,1,1,7,57814
https://bj.lianjia.com/chengjiao/101090025258.html,1.0109E+11,116.37785,39.842419,1.11103E+12,16/08/2016,370,193,298.8,35572,84,2,1,1,1,∏ﬂ 21,1,2009,1,6,0.154,1,0,1,2,38915
https://bj.lianjia.com/chengjiao/101090025286.html,1.0109E+11,116.37785,39.842419,1.11103E+12,17/08/2016,371,239,108,30858,35,1,0,0,1,∏ﬂ 21,1,2009,4,6,0.154,1,1,1,2,38915
https://bj.lianjia.com/chengjiao/101090029544.html,1.0109E+11,116.559953,40.117154,1.11103E+12,05/03/2017,571,51,150,30688,48.88,1,0,0,1,∏ﬂ 7,3,2013,4,6,0.13,1,0,1,13,54715
https://bj.lianjia.com/chengjiao/101090042032.html,1.0109E+11,116.343992,40.078436,1.11103E+12,14/08/2016,367,119,136,26667,51,1,0,1,1,÷– 19,1,2011,3,6,0.235,1,0,1,6,54156
https://bj.lianjia.com/chengjiao/101090044756.html,1.0109E+11,116.555729,40.162058,1.11103E+12,26/06/2016,317,15,421,48325,87.12,5,2,1,3,µ◊ 6,4,2009,4,4,0.5,0,0,0,13,44235
https://bj.lianjia.com/chengjiao/101090048158.html,1.0109E+11,116.254035,40.205429,1.11105E+12,01/07/2016,322,37,174,25211,69.02,1,1,1,1,∏ﬂ 21,3,2010,4,6,0.5,1,0,0,6,42231
https://bj.lianjia.com/chengjiao/101090059092.html,1.0109E+11,116.603852,39.893276,1.11103E+12,12/08/2016,363,264,314,40780,77,2,1,1,1,∏ﬂ 6,4,2008,4,6,0.25,1,1,0,7,48859
https://bj.lianjia.com/chengjiao/101090063106.html,1.0109E+11,116.16711,39.738534,1.11105E+12,08/10/2016,420,156,308,24680,124.8,3,2,1,2,µÕ 6,nan,2004,4,2,0.5,0,0,0,5,35718
https://bj.lianjia.com/chengjiao/101090073851.html,1.0109E+11,116.247907,39.839983,1.11103E+12,17/09/2016,397,138,344,37457,91.84,2,1,1,1,÷– 22,3,2007,3,6,0.4,1,0,0,2,39342
https://bj.lianjia.com/chengjiao/101090082121.html,1.0109E+11,116.385869,39.772399,1.11103E+12,26/06/2016,313,97,136,24728,55,1,1,1,1,∂• 6,4,2001,3,2,0.5,0,1,0,4,35885
https://bj.lianjia.com/chengjiao/101090086457.html,1.0109E+11,116.461138,39.955386,1.11103E+12,04/08/2016,352,90,550,64706,85,1,1,1,1,µÕ 16,1,2009,4,6,0.333,1,0,1,7,93200
https://bj.lianjia.com/chengjiao/101090093820.html,1.0109E+11,116.481447,39.937145,1.11103E+12,15/01/2017,515,106,890,54269,164,3,2,1,2,÷– 22,1,2002,4,6,0.273,1,0,1,7,66938
https://bj.lianjia.com/chengjiao/101090097931.html,1.0109E+11,116.615253,39.892191,1.11103E+12,16/08/2016,362,81,838,35396,236.75,4,3,1,3,µ◊ 1,nan,2001,4,6,0.125,0,1,0,7,49135
https://bj.lianjia.com/chengjiao/101090099419.html,1.0109E+11,116.45339,39.942672,1.11103E+12,01/08/2016,348,32,999,55556,179.82,3,2,1,2,µÕ 19,1,1999,4,6,0.333,1,0,0,7,68537
https://bj.lianjia.com/chengjiao/101090102832.html,1.0109E+11,116.508181,39.807662,1.11103E+12,30/07/2016,344,73,66,20000,33,1,0,1,1,∏ﬂ 21,1,2008,4,6,0.2,1,1,1,3,28609
https://bj.lianjia.com/chengjiao/101090106964.html,1.0109E+11,116.468749,39.874429,1.11103E+12,04/09/2016,380,53,780,33431,233.32,3,2,1,3,µÕ 33,1,2001,4,6,0.375,1,1,1,7,50982
https://bj.lianjia.com/chengjiao/101090110598.html,1.0109E+11,116.250886,40.225155,1.11103E+12,07/08/2016,352,19,283,20963,135,4,1,1,1,∏ﬂ 6,4,1996,4,2,0.5,0,0,1,6,38208
https://bj.lianjia.com/chengjiao/101090110691.html,1.0109E+11,116.387037,39.95917,1.11103E+12,07/01/2017,505,233,644,126250,51.01,1,1,1,1,∂• 6,4,2003,3,6,0.333,0,0,1,10,119449
https://bj.lianjia.com/chengjiao/101090115021.html,1.0109E+11,116.250886,40.225155,1.11103E+12,28/08/2016,373,12,105,30774,34.12,1,0,1,1,÷– 7,3,2003,3,6,0.057,1,0,1,6,38208
https://bj.lianjia.com/chengjiao/101090115372.html,1.0109E+11,116.559953,40.117154,1.11103E+12,29/09/2016,405,0,109.8,22875,48,1,0,0,1,÷– 7,3,2013,4,6,0.143,1,0,1,13,54715
https://bj.lianjia.com/chengjiao/101090121311.html,1.0109E+11,116.560906,39.879298,1.11103E+12,07/08/2016,351,64,450,26655,168.83,4,2,1,3,∏ﬂ 6,4,2000,4,2,0.5,0,1,0,7,40471
https://bj.lianjia.com/chengjiao/101090128441.html,1.0109E+11,116.481662,39.878749,1.11103E+12,17/07/2016,329,121,230,37954,60.6,2,1,1,1,∂• 6,4,1995,3,4,0.167,0,0,1,7,59416
https://bj.lianjia.com/chengjiao/101090129827.html,1.0109E+11,116.493317,39.929564,1.11103E+12,13/07/2016,325,30,266,45032,59.07,2,1,1,1,∏ﬂ 7,4,1988,3,2,0.5,0,1,1,7,58820
https://bj.lianjia.com/chengjiao/101090129990.html,1.0109E+11,116.689244,39.873245,1.11103E+12,20/08/2016,363,60,544.8,39294,138.65,3,2,1,2,µ◊ 8,4,2007,3,6,0.5,1,1,1,11,49350
https://bj.lianjia.com/chengjiao/101090139199.html,1.0109E+11,116.440513,39.893796,1.11103E+12,23/08/2016,366,156,447,78216,57.15,3,1,1,1,÷– 6,4,1985,3,2,0.333,0,1,1,1,85092
https://bj.lianjia.com/chengjiao/101090141053.html,1.0109E+11,116.254035,40.205429,1.11105E+12,27/07/2016,338,21,375,26545,141.27,3,2,1,2,∂• 15,3,2011,4,6,1,1,0,0,6,42231
https://bj.lianjia.com/chengjiao/101090143164.html,1.0109E+11,116.501958,39.882586,1.11103E+12,20/07/2016,332,49,200,36246,55.18,1,1,1,1,÷– 12,4,2004,3,6,0.25,1,1,1,7,59213
